Date,unix,symbol,open,high,low,close,Volume BTC,Volume USD,ret_1d,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,BB_upper,BB_lower,vol_14d
2014-11-28,1417132800,BTC/USD,363.59,381.34,360.57,376.28,3220878.18,8617.15,-0.0011679762157572,375.274,361.117,371.8650478300144,360.34144640240106,65.45222568755308,395.2355459087038,326.99845409129625,0.0191536755577009
2014-11-29,1417219200,BTC/USD,376.42,386.6,372.25,376.72,2746157.05,7245.19,0.0090534097605401,374.107,357.9115,370.88394734779536,358.6637039184433,67.2774511144537,397.6202945075375,318.2027054924624,0.0191118185406992
2014-11-30,1417305600,BTC/USD,376.57,381.99,373.32,373.34,1145566.61,3046.33,-0.0133460186579983,371.484,354.9755,369.5870467584166,356.76304117301623,66.3100098549908,397.41805797615433,312.5329420238457,0.019081217363392
2014-12-01,1417392000,BTC/USD,376.4,382.31,373.03,378.39,2520662.37,6660.56,-0.0022676334871457,368.963,352.808,368.75305714917585,355.0180981385969,71.38526826310999,395.72669959503446,309.8893004049655,0.0184296321540017
2014-12-02,1417478400,BTC/USD,378.39,382.86,375.23,379.25,2593576.46,6832.53,0.0068494969071069,366.022,350.046,366.6115142934371,352.55789794265974,78.86712794652279,393.1423560333278,306.9496439666721,0.0234175920525925
2014-12-03,1417564800,BTC/USD,379.25,383.0,374.23,376.67,2998357.92,7908.29,0.0314074479737132,363.545,347.60949999999997,363.802961914201,349.7482029892555,80.32965833424296,389.2389833676558,305.98001663234413,0.0238492437758204
2014-12-04,1417651200,BTC/USD,376.67,378.99,360.01,365.2,3297896.46,8865.09,-0.0260034671289505,361.023,345.5505,360.9436201173568,346.91432961970344,79.76872123049284,385.1521904368872,305.9488095631128,0.0236825862572882
2014-12-05,1417737600,BTC/USD,365.2,377.89,363.99,374.95,3331762.49,8951.16,-0.0003199402778147,359.52,343.3975,359.99775792121386,344.98952221125114,83.4409864944216,383.1828092060134,303.61219079398654,0.0228206481680673
2014-12-06,1417824000,BTC/USD,374.95,376.99,371.31,375.07,861748.71,2300.21,-0.0047761827685939,357.04200000000003,340.6195,356.67503745926143,341.8357877071723,73.23232323232321,378.8572343414456,302.3817656585544,0.0261169722069719
2014-12-07,1417910400,BTC/USD,375.07,377.5,373.16,376.87,913715.62,2429.62,0.033624969145114,352.537,338.41,352.58726800576403,338.3374495710852,76.31785224377816,373.2191750184186,303.60082498158147,0.0259458377698849
2014-12-08,1417996800,BTC/USD,376.87,377.45,364.6,364.61,3655238.4,9920.84,0.040286456104311,346.96,335.361,347.1911053403783,334.2813916311994,67.54142224966554,366.47208937833335,304.24991062166663,0.0265511472548992
2014-12-09,1418083200,BTC/USD,364.61,365.48,343.97,350.49,7376463.45,20940.84,0.006779076781662,341.716,332.962,343.3202398604623,331.08890653974674,58.52079072937968,361.9002892629443,304.0237107370557,0.0253516169038794
2014-12-10,1418169600,BTC/USD,350.49,353.74,347.23,348.13,2304335.87,6579.79,-0.0024356696658834,338.467,331.1765,341.72695982945396,329.04668617550954,63.12493687506311,359.967437594529,302.385562405471,0.0273206474382269
2014-12-11,1418256000,BTC/USD,348.13,364.43,339.8,348.98,5842055.01,16533.38,-0.0155156849469645,336.653,329.367,340.30406201377707,327.0379162992474,64.66157962540879,358.2205207410117,300.51347925898835,0.0272207269246586
2014-12-12,1418342400,BTC/USD,348.98,358.59,348.0,354.48,2846451.59,8039.95,0.008621425522834,334.07000000000005,327.8805,338.37607579461644,324.72822327811554,61.03835360149673,355.51719245186746,300.2438075481325,0.0288608513237483
2014-12-13,1418428800,BTC/USD,354.48,354.95,347.03,351.45,1359211.39,3880.75,0.0036553673929804,331.67400000000004,325.972,334.79742597119787,321.59645730739084,64.9587750294464,351.0255543480284,300.9184456519716,0.0309903220930667
2014-12-14,1418515200,BTC/USD,351.45,351.98,348.96,350.17,196831.56,561.33,0.0,330.078,324.225,331.0968539647974,318.45397912922147,64.1734279918864,346.5189385719416,301.93106142805846,0.0310974868109608
2014-12-15,1418601600,BTC/USD,350.17,350.17,350.17,350.17,0.0,0.0,0.0610569056420824,327.275,321.017,326.8583770680857,315.1154506165079,64.72497295498044,345.905219496035,296.128780503965,0.0310256809107716
2014-12-16,1418688000,BTC/USD,350.17,350.17,330.0,330.02,1902071.15,5677.83,0.0277795079414511,324.197,316.7395,321.6780164165492,311.42549804982457,58.788644759867765,348.88078532459,284.59821467541,0.0270549658543161
2014-12-17,1418774400,BTC/USD,331.56,335.99,315.23,321.1,7586686.22,23478.02,0.0286062081558124,324.283,314.07849999999996,319.82424228689354,309.4681820550693,50.91358024691359,350.16091769239785,277.9960823076021,0.0270722801534796
2014-12-18,1418860800,BTC/USD,321.32,325.61,304.99,312.17,6788858.09,21637.58,-0.0183333333333333,323.762,311.86350000000004,319.5407405728699,308.2437801661292,47.8269997900483,351.40423107440336,272.32276892559673,0.0260151821794796
2014-12-19,1418947200,BTC/USD,310.48,320.0,307.11,318.0,4999167.76,15958.56,-0.0363344343767992,324.20799999999997,310.09499999999997,321.17868292239655,307.83049386782704,50.831194912417715,352.6286596393996,267.56134036060035,0.0255138077595306
2014-12-20,1419033600,BTC/USD,317.23,333.0,316.52,329.99,3617196.63,11146.4,0.0211666408788488,323.886,308.03499999999997,321.8850569051514,306.76001953812465,70.33475124838172,352.8844064058041,263.18559359419584,0.0360257905210613
2014-12-21,1419120000,BTC/USD,332.58,332.98,318.78,323.15,2114707.57,6510.0,-0.0222981967808302,322.081,305.3755,320.0839584396295,304.3147584368746,73.85279973918003,351.0439236323051,259.70707636769487,0.0405815183727302
2014-12-22,1419206400,BTC/USD,322.24,333.99,319.9,330.52,3821126.0,11646.6,-0.0148141524337537,321.691,303.058,319.40261587065834,302.33210143022984,71.06666666666665,349.62393193592214,256.49206806407784,0.0424902840229674
2014-12-23,1419292800,BTC/USD,330.52,338.99,327.49,335.49,2604314.14,7804.03,0.0414416092382194,320.27,300.372,316.932086064138,299.3649542123593,73.94923692157022,346.4631289125229,254.2808710874771,0.0419098031284227
2014-12-24,1419379200,BTC/USD,337.0,337.0,320.92,322.14,1826465.31,5544.8,0.008610163123454,318.37199999999996,297.0055,312.808105189502,295.5623178136603,70.76387616779628,342.1218066705434,251.8891933294566,0.0413290349514103
2014-12-25,1419465600,BTC/USD,320.92,324.23,316.63,319.39,1255322.02,3924.9,-0.034725580270793,314.759,291.9485,310.73435078716915,292.7646670572035,70.00845626233203,346.82091338551777,237.07608661448228,0.041441793574059
2014-12-26,1419552000,BTC/USD,319.0,332.0,316.64,330.88,2066944.34,6347.26,0.0474532273892811,309.282,284.079,308.81087318431787,289.96200043164595,78.48114598693911,362.4803418804177,205.6776581195823,0.0394846769439298
2014-12-27,1419638400,BTC/USD,330.97,330.97,311.63,315.89,2747753.48,8639.54,-0.0023371127183148,303.874,277.9755,303.906622780833,285.6548425823455,74.44652908067542,359.9603432155267,195.99065678447337,0.0383690134607182
2014-12-28,1419724800,BTC/USD,315.89,319.56,311.22,316.63,1288906.81,4089.61,0.0058771205286232,299.965,272.511,301.2436500654626,282.4721944331187,75.14202752177755,358.3344803365457,186.6875196634543,0.0383156260201478
2014-12-29,1419811200,BTC/USD,316.63,320.14,311.61,314.78,1859591.78,5901.06,0.0091043149323586,295.982,266.6845,297.824461191121,278.8766359523944,77.10465116279069,355.66094414010615,177.70805585989385,0.0387262695212302
2014-12-30,1419897600,BTC/USD,314.78,316.77,310.0,311.94,3091941.68,9894.24,-0.0228974158183241,292.184,261.51650000000006,294.0565636780368,275.09733447369905,84.89103744628606,350.737290020153,172.29570997984712,0.0662116337501755
2014-12-31,1419984000,BTC/USD,311.94,320.0,310.69,319.25,1925334.88,6097.71,0.0092946792703361,288.66999999999996,256.7635,290.0824667176006,271.219159155141,93.19817592439976,344.79426868334554,168.7327313166545,0.1101311885930215
2015-01-01,1420070400,BTC/USD,319.25,321.0,312.6,316.31,1018388.35,3223.06,-0.0006318915674069,284.425,251.355,283.6007926548452,266.1632811714717,73.7958207897999,336.46435276846967,166.24564723153034,0.1328281193138389
2015-01-02,1420156800,BTC/USD,316.31,317.01,311.96,316.51,1093571.94,3472.05,0.1066396279850354,280.47400000000005,246.969,276.3320799114774,260.8846791895213,74.11470446267936,326.8655942771733,167.07240572282672,0.132610647999342
2015-01-03,1420243200,BTC/USD,316.51,316.58,285.0,286.01,6078845.04,20350.46,0.0808328924495502,275.639,242.7935,267.40365322513907,255.0293822621025,71.06773260091225,315.8211785540129,169.76582144598711,0.1311550711156085
2015-01-04,1420329600,BTC/USD,286.01,289.81,255.0,264.62,11614560.04,42650.57,-0.0440028901734104,269.13800000000003,240.1445,263.2689094973922,251.7682646054817,63.724073882984214,310.36110435837986,169.9278956416202,0.1323176153657566
2015-01-05,1420416000,BTC/USD,264.62,280.0,262.94,276.8,2655979.12,9752.08,0.0,258.87600000000003,239.413,262.9686671634794,250.41545035342716,66.01282736504544,308.85657297562994,169.96942702437008,0.1316710865882603
2015-01-06,1420502400,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0,252.077,238.2275,259.89503764425257,247.63812933799844,67.03473302229135,305.76713520342525,170.6878647965748,0.1314743021419017
2015-01-07,1420588800,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0,245.057,237.8625,256.1383793429754,244.56845874199823,61.45620455301554,304.5985520198897,171.1264479801103,0.1342476512485366
2015-01-08,1420675200,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0,237.387,237.17200000000005,251.5469080858588,241.1756649253665,60.194581510101486,302.4822790027139,171.86172099728617,0.1345757028456006
2015-01-09,1420761600,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0,230.849,235.142,245.93510988271632,237.4257349175103,60.18617640214103,297.73332776858524,172.55067223141472,0.1345771897409581
2015-01-10,1420848000,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0,224.85700000000003,233.0395,239.07624541220883,233.281075435143,55.782753116776675,292.48484430217417,173.59415569782584,0.1365648494459048
2015-01-11,1420934400,BTC/USD,276.8,276.8,276.8,276.8,0.0,0.0,0.0322195704057277,218.285,230.8295,230.6931888371441,228.70013600726332,55.04661359669661,286.5975107441813,175.06148925581869,0.1367095069710012
2015-01-12,1421020800,BTC/USD,270.4,272.43,263.54,268.16,2133679.78,7909.25,0.2133936651583712,213.46400000000003,227.88849999999996,220.44723080095395,223.63699242908052,49.7239162683369,279.49770055924824,176.27929944075169,0.1380351925809983
2015-01-13,1421107200,BTC/USD,268.16,268.72,216.0,221.0,13652228.51,57653.9,0.3641975308641976,209.948,225.2205,209.84439320116596,218.95036005319423,39.60797901301787,273.47164376880335,176.9693562311966,0.1250114503420361
2015-01-14,1421193600,BTC/USD,221.0,230.89,152.4,162.0,23647658.54,123599.76,-0.2241750874000287,211.151,226.069,207.36536946809173,218.7346084798463,28.153338829348712,274.6036522789582,177.53434772104185,0.0764759419916561
2015-01-15,1421280000,BTC/USD,162.0,233.9,161.1,208.81,17721319.5,86158.17,0.0106969990319458,219.95,229.33649999999997,217.44656268322325,224.70667253035643,39.57898119877872,267.3736904331555,191.29930956684444,0.0503123684777967
