Date,unix,symbol,open,high,low,close,Volume BTC,Volume USD,ret_1d,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,BB_upper,BB_lower,vol_14d
2022-02-16,1644969600,BTC/USD,44590.75,44590.75,43312.83,43901.48,1251.8335942,54957347.499099426,0.08248744763735982,39316.674,,40396.941234616366,40691.989493396606,,,,
2022-02-15,1644883200,BTC/USD,42567.27,44785.66,42469.96,44582.48,1772.92325828,79041315.70380294,0.015512005517809513,39851.758,,41157.94828286793,41062.5123987874,53.70198417872131,,,0.04868795675184924
2022-02-14,1644796800,BTC/USD,42078.53,42871.68,41575.0,42540.3,1270.88651697,54063893.69785889,-0.04580678329245036,40268.1,,41409.28495871012,41203.25407509336,48.47234540474189,,,0.05044278142767192
2022-02-13,1644710400,BTC/USD,42232.68,42779.6,41882.54,42077.74,515.45574228,21689212.70516485,-0.01087345411292362,40748.456,,41530.822238944646,41286.538448893996,63.72643111407402,,,0.03527577056793848
2022-02-12,1644624000,BTC/USD,42392.22,43034.0,41740.06,42241.11,892.34533043,37693657.260679975,0.0038825754425024783,41145.573,,41659.965468227434,41377.450025189806,60.57599700333364,,,0.03423680382763709
2022-02-11,1644537600,BTC/USD,43540.15,43969.72,41983.12,42406.19,2170.37239741,92037224.25532396,0.003908041242287386,41678.53200000001,,41795.64265582244,41475.42526088602,60.79067607814984,,,0.03422506646190063
2022-02-10,1644451200,BTC/USD,44426.24,45850.0,43209.07,43524.6,2692.62339808,117195356.35207276,0.02637374402180437,42193.602,40688.148,42109.998536581996,41670.584759849255,67.18961834834445,45546.73585808388,35829.560141916125,0.03362058913543392
2022-02-09,1644364800,BTC/USD,44106.95,44865.72,43164.0,44426.84,1625.88352507,72232867.22692087,0.020729426577154042,42625.384,40750.216,42531.24243902163,41933.08525891123,74.20875279566337,45772.10519997833,35728.32680002167,0.03184005259038892
2022-02-08,1644278400,BTC/USD,43895.6,45501.0,42701.19,44091.56,2591.80146351,114276569.73643896,-0.007546789283235045,43034.841,40795.845,42814.9365410177,42138.65428187207,70.62590346078623,45926.06625194165,35665.62374805835,0.03202770473679924
2022-02-07,1644192000,BTC/USD,42420.24,44524.18,41682.11,43869.04,2601.46944039,114123966.93924652,-0.0050467708559188695,43366.134000000005,41103.663,43006.59171537811,42303.45292169378,75.84331564393324,46193.583702809476,36013.742297190525,0.030106944025830282
2022-02-06,1644105600,BTC/USD,41422.7,42701.86,41141.81,42420.24,854.67571444,36255548.928716265,-0.03302556882940688,43218.009999999995,41267.342,42899.98231258209,42314.57550058009,65.21972334477788,46302.53056738455,36232.15343261544,0.031647128427564716
2022-02-05,1644019200,BTC/USD,41608.82,41983.12,40975.0,41427.72,1892.23797403,78391104.96148212,-0.023397321655888703,42902.534,41377.14599999999,42632.29825574898,42230.11307195341,55.25358392667055,46320.356946020715,36433.93505397927,0.030678805194702074
2022-02-04,1643932800,BTC/USD,37330.75,41760.39,37064.28,41579.57,3901.59890405,162226804.74287024,0.003665420158290189,42806.460999999996,41537.28050000001,42440.89311834007,42168.15658891023,56.284917754144075,46274.465027217026,36800.09597278299,0.03063770767888404
2022-02-03,1643846400,BTC/USD,36924.5,37391.74,36264.55,37320.11,1624.39014671,60622418.95813334,-0.10244117483658444,42330.698,41539.577000000005,41509.84164227824,41706.43786615687,40.067916300403176,46268.09635405668,36811.05764594333,0.041397818265465625
2022-02-02,1643760000,BTC/USD,38768.08,38883.96,36618.36,36923.5,1672.70719509,61762204.11790561,-0.010627246275533464,41798.937,41472.255,40675.9613436822,41250.91997414193,23.849337574614665,46429.583404281366,36514.92659571863,0.03283575314498243
2022-02-01,1643673600,BTC/USD,38483.56,39285.0,38033.78,38733.04,2073.9387171,80329951.28698298,0.04900781345213745,41431.621999999996,41555.077,40322.702917558156,41011.121881366504,29.78828534348,46251.68438867672,36858.46961132328,0.03604005145188298
2022-01-31,1643587200,BTC/USD,37914.1,38776.33,36631.66,38491.92,2009.13000337,77335271.35931776,-0.0062251762319714965,40928.354,41560.977999999996,39989.83329618394,40771.19789266493,34.02294985697776,46241.02347529234,36880.93252470765,0.0344807132615881
2022-01-30,1643500800,BTC/USD,38176.45,38378.88,37372.59,37941.82,708.79481272,26892965.20115595,-0.014291311007608831,40279.852,41452.618,39617.46724233231,40501.733331458745,33.7894786350916,46368.62208214727,36536.61391785274,0.034525794861831945
2022-01-29,1643414400,BTC/USD,37713.14,38741.67,37327.79,38192.65,1296.90892268,49532388.565794304,0.006610911126561758,39689.961,41362.401,39358.40956190825,40281.82063322458,34.24032026508132,46453.97221834199,36270.82978165801,0.03459828307236526
2022-01-28,1643328000,BTC/USD,37179.62,38022.11,36173.98,37748.36,2420.65410706,91375722.66877943,-0.011632866533220376,39077.893,41222.013499999994,39065.67327792493,40040.538668155576,32.25395224012976,46556.24214071481,35887.78485928518,0.03448456017559974
2022-01-27,1643241600,BTC/USD,36824.02,37251.0,35511.32,37208.36,3103.82301099,115488163.96919988,-0.0143052572350163,38556.705,40887.3575,38727.97995466585,39770.807366426474,24.825988668139743,46352.008653424746,35422.70634657525,0.03307746351836971
2022-01-26,1643155200,BTC/USD,37006.76,38946.0,36279.21,36829.32,3663.15557069,134911528.72272462,-0.010186957984711031,38096.865000000005,40499.6995,38382.76905381751,39490.665712481095,18.401491936423028,45960.65414274566,35038.74485725434,0.03183291738150475
2022-01-25,1643068800,BTC/USD,36721.59,37552.3,35722.43,36975.91,2793.69107911,103299269.90897425,0.003980252689976371,37636.498999999996,40221.479999999996,38126.97649857796,39251.16516843528,19.93371232127724,45810.18179604305,34632.77820395694,0.03212743725750697
2022-01-24,1642982400,BTC/USD,36262.21,38050.0,32950.72,36724.99,6335.15428027,232658477.5913729,-0.00678603988380555,37576.98700000001,39953.8425,37872.069862472876,39010.57705715573,19.8859857001586,45679.255588081396,34228.4294119186,0.03210185938446145
2022-01-23,1642896000,BTC/USD,35084.79,36574.47,34624.59,36293.62,2533.70397599,91957289.2970702,-0.011745952823948858,37513.998999999996,39656.468,37585.0789783869,38751.81924218852,21.75173179494371,45498.3078445861,33814.6281554139,0.031534544073759045
2022-01-22,1642809600,BTC/USD,36447.37,36825.98,34000.0,35091.11,4510.37218636,158273966.53249928,-0.03313282058940392,37149.806,39290.714,37131.63007322564,38403.18026674199,21.338528328069913,45320.634021763064,33260.793978236936,0.031943193056779874
2022-01-21,1642723200,BTC/USD,40654.72,41115.58,35423.0,36495.46,6201.04610092,226310029.93428183,0.04002010765689645,36950.16,38939.257,37015.96278718462,38221.492622290374,29.34418809870698,44745.36825015559,33133.14574984441,0.034618468163012346
2022-01-20,1642636800,BTC/USD,41733.21,43518.69,40554.14,40736.05,2425.15260695,98791137.85434556,0.11619500069323707,37229.583,38754.7175,37692.34228042378,38460.974277310335,63.89965380464946,44037.47412978646,33471.96087021354,0.03820517080741416
2022-01-19,1642550400,BTC/USD,42378.23,42589.9,41145.23,41683.21,1664.70405269,69390208.61612834,0.02325114978010867,37578.639,38634.3,38417.954593074,38767.853869947445,68.53699173028434,43498.019209606464,33770.58079039354,0.03808095884546137
2022-01-18,1642464000,BTC/USD,42230.09,42685.25,41290.06,42377.4,1638.87085963,69451085.96688436,0.01665394771659856,38041.543,38559.718,39137.853757969635,39111.62016804769,65.54355262192635,43121.84877779096,33997.58722220904,0.03643461601961252
2022-01-17,1642377600,BTC/USD,43099.08,43209.47,41581.0,42255.07,1060.00938797,44790770.88932951,-0.00288668016442728,38546.214,38551.4595,39704.6203474297,39410.996342519335,66.21450552253609,43084.671654866645,34018.24734513335,0.0363520267933508
2022-01-16,1642291200,BTC/USD,43084.77,43495.59,42615.0,43107.7,621.95302734,26810964.516664512,0.020178170335535928,39174.052,38635.4585,40323.36210244248,39763.063357517494,71.69298216145393,43446.80245240984,33824.114547590165,0.03594456320268693
2022-01-15,1642204800,BTC/USD,43085.76,43826.8,42387.86,43102.01,707.65852297,30501504.73363817,-0.00013199498001503773,39786.662,38711.5805,40828.5708110893,40081.05827584916,71.04914737696005,43761.31825421,33661.842745789996,0.03603462750790216
2022-01-14,1642118400,BTC/USD,42579.44,43468.95,41782.21,43102.35,1386.83275834,59775750.9414361,7.888263215516389e-06,40424.398,39000.6925,41241.985209073064,40368.80034481591,73.86400611176434,44367.16239259823,33634.22260740177,0.03564797993800199
2022-01-13,1642032000,BTC/USD,43935.01,44456.34,42321.0,42571.94,1993.88324273,84883477.77650699,-0.012305825552434979,41052.229999999996,39283.1145,41483.79517105978,40578.62316911916,73.92720634682713,44782.187762905225,33784.04123709478,0.035546634207076454
2022-01-12,1641945600,BTC/USD,42754.44,44337.26,42471.17,43933.5,2502.76210107,109955098.76735884,0.03198256880001238,41936.469,39543.1375,41929.19604904891,40898.13524825066,79.13784674143443,45412.06273468041,33674.212265319584,0.035470774204339826
2022-01-11,1641859200,BTC/USD,41842.22,43144.74,41284.11,42736.0,2442.65415081,104389267.78901616,-0.02725710448746399,42560.523,39755.3415,42075.88767649456,41073.169986512505,71.75005947188963,45769.34355061935,33741.339449380655,0.03704519297741064
2022-01-10,1641772800,BTC/USD,41853.98,42256.55,39558.7,41845.42,3494.01378649,146208474.38146436,-0.020839105204043418,42671.46,39950.521499999995,42033.98446258646,41146.71760684465,68.44374517783395,45970.08104701452,33930.96195298547,0.03774801718712033
2022-01-09,1641686400,BTC/USD,41697.32,42796.49,41200.0,41875.81,1532.58823403,64178373.69647581,0.0007262443536233398,42690.72,40134.679500000006,42005.22546938892,41216.15497762135,70.70509924533928,46153.16071484229,34116.19828515772,0.037340316791105437
2022-01-08,1641600000,BTC/USD,41576.73,42315.31,40517.05,41690.77,1581.47361959,65932852.93539418,-0.004418780197923411,42622.057,40331.8,41948.05174768184,41261.35640832408,76.47752183304502,46279.02082270189,34384.57917729812,0.035478424049366734
2022-01-07,1641513600,BTC/USD,43093.4,43135.35,40600.0,41535.66,2984.20586087,123950960.00710364,-0.0037204877722333274,42550.115999999995,40548.16499999999,41873.0714299215,41287.48055991226,72.47376381368211,46329.47688705014,34766.853112949844,0.03483037853058109
2022-01-06,1641427200,BTC/USD,43417.31,43782.86,42414.0,43097.6,2450.1130935,105593994.0584256,0.03760479549379969,42549.106,40861.579,42095.71298811759,41459.87288753966,63.83471570158657,46471.10450522074,35252.053494779255,0.019186722933634312
2022-01-05,1641340800,BTC/USD,45828.77,46855.06,42413.59,43435.8,3397.54577759,147575118.88624373,0.007847304722304882,42582.485,41184.5735,42339.36517209621,41648.05642205969,61.056080626704116,46592.343136732816,35776.80386326718,0.018437422225907645
2022-01-04,1641254400,BTC/USD,46464.01,47526.0,45539.05,45820.0,1832.61283694,83970320.18859081,0.054890205774959844,42854.25,41639.324,42972.207868078716,42045.384381863536,67.90052329886275,46997.489487459876,36281.158512540125,0.02289283376495812
2022-01-03,1641168000,BTC/USD,47290.55,47586.58,45692.13,46439.89,1140.17908832,52949791.441881076,0.013528808380619761,43241.045,42146.6375,43602.69552842804,42463.90872644796,70.68931762360735,47290.74492145293,37002.53007854706,0.022832118333876477
2022-01-02,1641081600,BTC/USD,47745.25,47989.0,46660.0,47350.22,702.0947554,33244341.12903619,0.019602328946084935,43582.717,42759.593,44284.06361416839,42929.27170488149,70.85559394288575,47242.924917877215,38276.261082122786,0.022807069787824295
2022-01-01,1640995200,BTC/USD,46230.0,47960.98,46199.9,47777.42,741.52060313,35427941.29439533,0.009022133371291652,44086.859,43323.691000000006,44919.21932068323,43391.0001139404,72.06904006442181,47298.64822971968,39348.733770280334,0.022718988246652198
2021-12-31,1640908800,BTC/USD,47110.3,48589.47,45655.31,46214.37,1798.55260406,83118975.50849235,-0.032715244983927416,44523.754,43597.607,45154.70126237719,43659.89248404131,62.80097734340297,47576.7868488744,39618.42715112561,0.02511885767634264
2021-12-30,1640822400,BTC/USD,46474.59,47916.32,45934.37,47150.71,2162.27044303,101952586.60087904,0.020260797669642505,45051.244,43870.982,45517.61194194497,43992.35129508499,68.22565763338756,48042.964755263296,39698.99924473671,0.02487154472872651
2021-12-29,1640736000,BTC/USD,47597.7,48157.41,46099.94,46483.36,2089.30815829,97118063.27273104,-0.01415355145235353,45530.503000000004,44076.28,45693.20249795497,44229.59021936261,60.743381713507596,48341.849050002165,39810.71094999783,0.02444639608711395
2021-12-28,1640649600,BTC/USD,50708.05,50719.59,47300.0,47543.3,2215.26863352,105321181.22403143,0.022802568489024955,46131.26700000001,44340.6915,46029.583861963154,44545.18162704236,70.49224352831654,48782.87635269657,39898.50664730343,0.023097390011692295
2021-12-27,1640563200,BTC/USD,50885.32,52098.6,50479.44,50718.11,1102.98343745,55941235.30876723,0.06677723254380741,46893.318,44721.212,46882.04315978803,45133.07956732404,81.65699642994514,49952.435293142764,39489.988706857235,0.026355049373566895
2021-12-26,1640476800,BTC/USD,50421.51,51292.65,49458.85,50791.21,1015.22197466,51564352.51157074,0.0014412997645218972,47628.859000000004,45105.672,47592.800767099296,45671.9491323408,81.71273076512651,50932.18006679659,39279.16393320341,0.026327718859098504
2021-12-25,1640390400,BTC/USD,50857.42,51179.36,50190.9,50442.22,823.04872916,41516405.067009136,-0.006871070801424017,48091.081,45472.6655,48110.87699126306,46126.26064354644,80.77065071780436,51680.05825955257,39265.272740447435,0.026468885833596013
2021-12-24,1640304000,BTC/USD,50850.0,51864.56,50442.34,50841.48,1446.08883091,73521296.37493415,0.007915194850662832,48531.240000000005,45886.1425,48607.35026557886,46575.32915368488,82.16756771704718,52375.26520864619,39397.019791353814,0.026048233825735897
2021-12-23,1640217600,BTC/USD,48618.99,51386.66,48051.1,50850.0,1715.35802664,87225955.654644,0.00016757970066949568,48881.21800000001,46231.967500000006,49015.10476274634,46982.44066285775,80.02204291164716,53013.54563014316,39450.38936985685,0.025447685539034762
2021-12-22,1640131200,BTC/USD,48907.75,49600.0,48449.87,48618.99,1306.16574192,63504459.144751064,-0.04387433628318593,48965.375,46526.117000000006,48943.08389679246,47138.30250449034,67.50605748855546,53178.337338152494,39873.89666184752,0.029548921976426196
2021-12-21,1640044800,BTC/USD,46926.72,49353.49,46667.08,48929.86,1674.16446918,81916633.09395172,0.006394003659886849,49236.924,46880.339,48940.6795519211,47308.92702787221,62.214056458973864,53230.75149846894,40529.92650153106,0.0263610569500581
2021-12-20,1639958400,BTC/USD,46671.66,47547.5,45572.94,46915.0,1726.01603262,80976042.1703673,-0.041178535969651264,49213.353,47132.2985,48572.37417884453,47271.41016807486,51.68173030158655,53030.43342124327,41234.16357875672,0.028932327775581208
2021-12-19,1639872000,BTC/USD,46854.18,48307.34,46450.0,46704.67,1275.49937089,59571777.20262505,-0.004483214323777074,49235.484000000004,47382.993500000004,48232.7916008728,47217.43491397249,47.59582976739265,52705.41188415286,42060.57511584715,0.0284606195354814
2021-12-18,1639785600,BTC/USD,46141.63,47370.14,45501.0,46881.87,827.39374258,38789765.87844902,0.0037940531428657387,49169.341,47650.304000000004,47987.16949162319,47185.476350737015,46.60149078260396,52219.98372042898,43080.62427957103,0.028358675357599075
2021-12-17,1639699200,BTC/USD,47654.99,48018.52,45478.74,46210.92,2077.28024679,95993031.30199295,-0.01431150250619273,48718.621999999996,47805.97,47664.21503860079,47092.66146019063,49.98595680557624,51911.15145163156,43700.788548368444,0.027176357159628007
2021-12-16,1639612800,BTC/USD,48876.84,49449.0,47506.21,47663.42,1456.25725801,69410201.31657898,0.0314319645659511,48405.843,48017.351,47664.070486127916,47147.01941636296,52.00282194334394,51573.746016742414,44460.95598325759,0.027959162592662703
2021-12-15,1639526400,BTC/USD,48386.95,49514.85,46560.0,48876.84,2593.35180959,126754841.46104088,0.025458097635461252,48249.305,48170.193,47884.574034104655,47311.7642338522,58.96719257651867,51589.05392392477,44751.33207607523,0.028295562028711717
2021-12-14,1639440000,BTC/USD,46736.7,48689.3,46310.4,48389.96,2016.58981458,97582700.46393362,-0.009961364114373983,48004.153,48267.6965,47976.46239154017,47414.44954491389,53.314334479005986,51588.606584319736,44946.78641568026,0.027970450342960168
2021-12-13,1639353600,BTC/USD,50102.31,50226.2,45750.0,46725.02,3337.44792896,155942321.22961456,-0.034406724039449554,47591.655000000006,48236.436499999996,47748.927411260134,47348.78958825543,32.27314982113731,51605.13613658471,44867.73686341528,0.022346811920911785
2021-12-12,1639267200,BTC/USD,49420.51,50800.0,48675.0,50124.38,1233.78838616,61842877.907470584,0.07275245682077824,47742.193999999996,48353.784499999994,48180.82788194011,47613.131532231106,47.71462784861838,51817.335320126294,44890.233679873694,0.030658283666714758
2021-12-11,1639180800,BTC/USD,47179.53,49539.4,46789.0,49400.54,1323.03955982,65358868.696470305,-0.014440876874686426,47789.262,48513.093,48402.593721587364,47783.36091011386,46.51936588893032,51853.21257105898,45172.97342894102,0.030845236062942743
2021-12-10,1639094400,BTC/USD,47573.43,50132.88,46886.0,47142.42,2705.17070403,127528293.50107794,-0.04571043150540466,47812.004,48512.6785,48173.471226753296,47722.31891867444,39.005813538768805,51853.51191810168,45171.845081898326,0.032906642290876975
2021-12-09,1639008000,BTC/USD,50535.15,50839.01,47332.43,47593.12,2585.43270776,123048809.11234662,0.009560391681207703,47900.849,48568.16650000001,48067.952821889055,47710.014259753065,40.567958955063965,51802.2424211623,45334.09057883771,0.033112655008395074
2021-12-08,1638921600,BTC/USD,50635.87,51249.41,48656.2,50543.3,1598.43571319,80790215.78247613,0.06198753097086307,48266.992,48718.1665,48518.015945181956,47979.85099691944,55.35001654234424,52029.46214571263,45406.87085428737,0.035369195805791516
2021-12-07,1638835200,BTC/USD,50550.09,51991.0,50062.13,50627.32,1719.31761862,87044443.25951271,0.001662337045661877,48708.632,48713.627,48901.525773330686,48231.990901974736,54.77961176530216,52013.60803648182,45413.64596351818,0.03536046645984456
2021-12-06,1638748800,BTC/USD,49484.0,50986.0,47111.0,50555.0,4652.11767659,235187809.14000744,-0.0014284777467975518,48997.78999999999,48701.8165,49202.157450906925,48453.22986369143,61.508236609344685,51972.04646585378,45431.58653414622,0.033060369659771764
2021-12-05,1638662400,BTC/USD,49240.81,49777.62,47836.34,49463.22,5156.66613697,255065311.59949723,-0.021595885669073223,49056.428,48652.8665,49249.62336892384,48549.41940048272,58.261006539807546,51841.703213729816,45464.02978627018,0.033780329780840196
2021-12-04,1638576000,BTC/USD,53685.47,53877.77,41967.5,49234.97,10025.68966854,493614530.05987686,-0.004614539854057242,49140.929,48572.541,49246.959120028594,48614.709933770086,57.025328322364366,51606.419870384045,45538.66212961595,0.033870928177435
2021-12-03,1638489600,BTC/USD,56534.26,57652.0,51556.01,53743.69,2964.76818531,159337582.2731632,0.0915755610290816,49842.796,48717.2255,50064.54655275067,49103.184225791985,68.29671853769463,52412.35145450842,45022.09954549158,0.0406122655887489
2021-12-02,1638403200,BTC/USD,57232.71,57413.52,55839.85,56547.96,2758.14469791,155967456.05162677,0.052178590640129086,50485.154,49113.674,51243.34899770509,49812.210490002275,70.25030998140112,54202.84960227945,44024.49839772055,0.04175439674990846
2021-12-01,1638316800,BTC/USD,57027.28,59099.64,56469.22,57251.59,2515.54071956,144018705.9045541,0.012443066027492344,51270.259,49529.7605,52335.756452667796,50520.722824287775,69.54250733070083,55783.23017612107,43276.290823878924,0.04160203611763733
2021-11-30,1638230400,BTC/USD,57843.33,59250.0,55918.8,56974.12,3562.71762735,202982701.6267542,-0.004846502953018361,52253.429000000004,50032.716499999995,53179.09527945547,51135.332079117514,70.22886660131213,56980.266849620726,43085.166150379264,0.041415023456952735
2021-11-29,1638144000,BTC/USD,57327.32,58931.07,56750.0,57845.12,2069.734969,119724067.65000127,0.015287642880662311,53278.629,50589.738999999994,54027.46341046356,51774.35950015394,77.22357305203869,58171.260010678685,43008.2179893213,0.039152524571041
2021-11-28,1638057600,BTC/USD,54764.24,57482.42,53308.93,57338.55,1377.55454862,78986980.36377531,-0.008757350663288421,53958.154,51112.573,54629.47915401564,52304.28240490119,70.57561889398532,59051.26556807457,43173.88043192543,0.03600740166437104
2021-11-27,1637971200,BTC/USD,53794.32,55382.0,53653.45,54774.66,1360.56586778,74524532.81525446,-0.04471494308802715,54372.888,51540.76,54655.875671467336,52539.55646157727,63.87161786843373,59287.76329775382,43793.75670224618,0.03843086517811265
2021-11-26,1637884800,BTC/USD,59004.88,59207.36,53524.03,53789.35,5221.84056738,280879409.9230014,-0.017988427495488013,54696.323,51847.0565,54498.32554938236,52658.58441761753,68.36360260822815,59431.28287413989,44262.830125860106,0.036089349999239906
2021-11-25,1637798400,BTC/USD,57169.19,59445.45,57044.42,58990.14,1362.17480499,80354882.4508328,0.09668809903819242,55649.015,52352.7215,55315.019085858294,53261.58971117777,74.9407393142567,60435.319311074636,44270.12368892536,0.04287263321651556
2021-11-24,1637712000,BTC/USD,57583.91,57750.2,55894.62,57185.06,1809.45432912,103473754.37798694,-0.03059969004989649,56444.024,52792.476500000004,55655.026524793146,53635.25354820846,65.30140855453828,60924.15810903933,44660.79489096068,0.04241775321411658
2021-11-23,1637625600,BTC/USD,56283.8,57897.54,55128.6,57579.99,2732.08480061,157313415.4982758,0.006906174444863744,56827.654,53335.225,56005.01988392166,54010.94273409336,65.79146643432978,61206.62433997547,45463.82566002453,0.042364784892132676
2021-11-22,1637539200,BTC/USD,58679.27,59516.78,55628.57,56294.11,2943.16337271,165682762.65130776,-0.022332063621407272,56802.26899999999,53643.7115,56057.58172320863,54228.38723560828,62.35409041927331,61468.73347568858,45818.68952431141,0.04316088721129592
2021-11-21,1637452800,BTC/USD,59785.85,60090.55,58525.84,58678.47,895.6750948,52556844.17996896,0.042355408052458854,56944.95700000001,54107.60799999999,56534.10686444342,54652.20464174083,68.79117786799837,61973.42199930917,46241.79400069082,0.04310965917477599
2021-11-20,1637366400,BTC/USD,58126.46,59896.54,57424.27,59768.54,1172.15930996,70058250.60371666,0.018577001070409604,57224.399,54738.914000000004,57122.185616362796,55139.47467586075,70.7501033213734,62270.58402954532,47207.243970454685,0.04282067300089548
2021-11-19,1637280000,BTC/USD,56924.94,58402.05,55640.0,58128.55,3277.02585927,190488761.5118692,-0.027439017248873654,57252.74199999999,55265.6855,57305.16095884229,55424.148516254965,59.73840282429362,62137.84519836317,48393.52580163683,0.0379347244540756
2021-11-18,1637193600,BTC/USD,60376.94,60978.39,56516.44,56917.66,6160.70975752,350653183.3372058,-0.020831243855213954,57210.653000000006,55584.40349999999,57234.70623905278,55566.387705183064,50.8836101197618,62117.27941279099,49051.527587209,0.03611250247780383
2021-11-17,1637107200,BTC/USD,60115.12,60888.5,58400.0,60373.65,3716.81055911,224397419.81201148,0.06071911600020097,57770.552,56071.72000000001,57805.423286497724,56024.22220945134,56.59435405720293,62500.886751691076,49642.55324830894,0.03943569881651529
2021-11-16,1637020800,BTC/USD,63621.61,63628.0,58563.0,60142.31,4632.77331708,278625688.9955537,-0.0038318041065928954,58405.848,56551.08550000001,58230.31177986177,56416.42104664645,56.70485467548797,62670.54638204856,50431.62461795146,0.039418124711441176
2021-11-15,1636934400,BTC/USD,65509.87,66387.4,63348.91,63606.09,2000.8236224,127264567.4005004,0.057593065514111474,58867.44299999999,57258.22900000001,59207.72600170508,57101.15142315631,60.98630490177492,63194.93497341065,51321.52302658936,0.04184921068603346
2021-11-14,1636848000,BTC/USD,64403.43,65509.87,63595.76,65509.87,1247.88451724,81748752.49940516,0.029930781785203475,59699.924,58071.974,60353.570365031424,57901.98176380809,64.79449653969715,63837.28853163549,52306.659468364516,0.04196347313464894
2021-11-13,1636761600,BTC/USD,64140.23,64980.0,63400.0,64417.52,830.13101807,53474981.459144585,-0.0166745865928295,60383.677,58605.6655,61092.47029866207,58522.509214873986,68.44144131049921,64653.19521997274,52558.13578002727,0.039743038286651086
2021-11-12,1636675200,BTC/USD,64783.13,65497.53,62294.84,64158.41,2519.30730563,161634751.03060487,-0.004022352925104777,61170.107,58986.188,61649.91388072351,59059.261670600274,70.39680797408487,65433.10152898839,52539.27447101162,0.039092567596790716
2021-11-11,1636588800,BTC/USD,64919.18,65625.44,64140.0,64821.33,1583.28379977,102630561.6685451,0.010332550323488343,61784.393,59364.675,62226.53499331923,59608.03008292406,63.96326327903539,66256.28394045694,52473.06605954307,0.030884264927069614
2021-11-10,1636502400,BTC/USD,66928.42,69000.0,62856.71,64921.43,3419.11869317,221974074.9003276,0.0015442447725153574,62299.68200000001,59762.0405,62716.515903624815,60114.068170264625,70.17254839380898,66981.9338743997,52542.147125600306,0.028995750408686505
2021-11-09,1636416000,BTC/USD,67547.49,68564.4,66250.0,66945.72,2136.85836086,143053521.50579253,0.03118061324280741,63181.399,60217.070499999994,63485.46210296576,60764.70167785847,72.50852565627727,68049.42186491392,52384.719135086074,0.029549992723091216
2021-11-08,1636329600,BTC/USD,63300.0,67803.55,63300.0,67559.0,2715.42386367,183451320.80568156,0.009160854495253723,64245.532999999996,60728.09300000001,64226.10535697198,61411.77770853862,77.97722559574811,69085.72268342986,52370.46331657015,0.027954888380987624
2021-11-07,1636243200,BTC/USD,61542.43,63300.0,61396.57,63300.0,1115.66885061,70621838.24361299,-0.06304119362335148,64538.16799999999,61154.36,64057.72256479525,61591.60840296351,60.500188804506216,69092.6038223654,53216.1161776346,0.03326529859146306
2021-11-06,1636156800,BTC/USD,61008.19,61609.5,60109.91,61542.44,1268.5118197,78067312.55317807,-0.027765560821484958,64678.181000000004,61542.014500000005,63600.3984621052,61586.92569791937,53.911683582968976,68683.09446741281,54400.9345325872,0.034203870241979295
